ID,Name,Summary,Description,Neighborhood
6643403,room charming albany park chi,vintage three bedroom apartment located beautiful albany park private room share bathroom five minute walk francisco brown line half block montrose bus makes commuting downtown surrounding neighborhoods easy approximately  min commute downtown chicago albany park known one diverse zip codes one new booming neighborhoods chicago,vintage three bedroom apartment located beautiful albany park private room share bathroom five minute walk francisco brown line half block montrose bus makes commuting downtown surrounding neighborhoods easy approximately  min commute downtown chicago albany park known one diverse zip codes one new booming neighborhoods chicago live three bedroom walk unit charming albany parkravenswood manor neighborhood chicago backyard straight secret garden flowing greenery little pond also covered front porch makes perfect storm watching reclining beverage long day sightseeing room queen bed closet space shelving units also provide linens towels toiletries snacks midnight munchies take great pr,Albany Park
6644005,spacious modern twobedroom condo,spacious  sq ft modern stunning twobedroomtwobath condo elevator opens unit walking distance wrigley field lake michigan redline train access balcony rooftop deck love stay,spacious  sq ft modern stunning twobedroomtwobath condo elevator opens unit walking distance wrigley field lake michigan redline train access balcony rooftop deck love stay everything date modern hardwood floors granite counter tops bathroom kitchen elevator opens unit fourth floor view downtown chicago living room amazing  degree view chicago rooftop deck condo  sq ft access bedrooms bathrooms living room balcony kitchen rooftop deck love rooftop deck will phone call text away anything need east lakeviewboystown known colorful lively inviting atmosphere also includes chicagos loop theater chicago cubs home wrigley field specialty restaurants trendy fashion outlets wine boutiques chain stores independent shi,Lake View
6644248,hirise apartment streeterville,renting apartment will private bedroom consists  l shaped sofa queen bed comfortable sleeper sofa will walking distance navy pier popular chicago attractions,renting apartment will private bedroom consists  l shaped sofa queen bed comfortable sleeper sofa will walking distance navy pier popular chicago attractions apartment spacious clean view overlooking lake michigan bedroom fully furnished queen bed night stand multiple lamps dresser living room consists sleeper sofa l shaped sofa refrigerator stocked beer wine please make home will wifi netflix cable stay entire apartment will able accessed will either work gone day will make available help questions also need recommendations places go chicago can definitely help neighborhood streeterville will close grand red line several buses awesome nightlife walking d,Near North Side
6644524,marine layer loft,imagine sleeping marine layer store except bed shower without clothes purchase although receive sweet discount stairs stay check store website hidden,imagine sleeping marine layer store except bed shower without clothes purchase although receive sweet discount stairs stay check store website hidden marine layer still just clothing company loft take rad place hang hat visit chicago pretty much mad men styled apartment nestled store absurdly soft shirts entry loft store right loft always welcome pop shop  discount otherwise stay hair bucktown one friendliest neighborhoods chicago damen ave riddled small businesses local restaurants check live music good food party looking bucktown got big city culture small town feel detailed info neighborhood check link website hidden,West Town
6644945,studio loft located old town,completely beautifully furnished large one studio located heart old town lincoln park  n wells cobbler square luxury lofts  hour doorman  hour fitness center bike room garage parking roof top deck gas grill patio,completely beautifully furnished large one studio located heart old town lincoln park  n wells cobbler square luxury lofts  hour doorman  hour fitness center bike room garage parking roof top deck gas grill patio upon making reservation please inform us via airbnb website arrival departure time helps us coordinate early check ins late check outs housekeeping schedule,Near North Side
6645603,lovely lincoln park flat,one bedroomone bathroom apt located heart lincoln park minutes beach zoo great bars restaurants queen air mattress available sleep additional two people living room street parking available,one bedroomone bathroom apt located heart lincoln park minutes beach zoo great bars restaurants queen air mattress available sleep additional two people living room street parking available space cozy creative comfortable apartment interior unit meaning views brick walls receive much natural sunlight day can easily fixed turning light two space separate living room couch writing desk tv wifi comfortable queen air mattress available upon request separate master bedroom queen bed will provide fresh linens including clean sheets towels entire apartment will including living room kitchen bedroom bathroom will available phone email need stay will also provide plenty ideas sites see places eat small qu,Lincoln Park
6645726,chicagos brilliant beauty,truly amazing fully equipped apartment located right heart chicago  walk score  public transit score  sqr ft space gorgeous view chicago river lake michigan,truly amazing fully equipped apartment located right heart chicago  walk score  public transit score  sqr ft space gorgeous view chicago river lake michigan will want leave apartment living room kitchen bedroom closets spacious everything need stay decide sleep living room please know dark morning guests will access gym laundry room lounge room business center site free coffee business center personally deliver keys guests will available questions throughout visit neighborhood literally center chicago countless things,Loop
6645815,guest bedroom wrigleyville,making guest bedroom  bedroom vintage wrigleyville apartment available travel addicts like great location  blocks historic wrigleyfield stadium mass public transportation  minutes walk lake,making guest bedroom  bedroom vintage wrigleyville apartment available travel addicts like great location  blocks historic wrigleyfield stadium mass public transportation  minutes walk lake  bedroom vintage classic chicago greystone building heart wrigleyville making guest bedroom bathroom available travelers enjoy experiencing local environment will provide guests keys access building unit pretty laid back avid traveler host likely will home work glad provide tipssuggestions sometimes even hang free wrigleyville residential subneiborhood inside lakeview due proximity baseball stadium plenty dining options within walking distance convenient public transportation options lake proximity  block red line subwayl elevated train station main bus lines traveling car might abl,Lake View
6646079,private master bedroom wgreat view,room large master bedroom suite bathroom rainfall shower head large closet views large windows great area peaceful free wifi street parking unit washer dryer,room large master bedroom suite bathroom rainfall shower head large closet views large windows great area peaceful free wifi street parking unit washer dryer master bedroom suite one two bedrooms located thtop floor building walk busy medical student going surgery home day house will likely will access entire  bedroom apartment excluding room big full kitchen want cook also outdoor deck near dining area great want bbq likely home day however need help navigating area chicago willing help friendly person mind interacting guess also mind giving guest privacy neighborhood little italyuicmedical district  minu,Near West Side
6651255,skyscraper river north balcony,condo features  sq ft living space granite counters views high floor balcony unit sleeps  comfortably poolgymhot tub included right next shopping dining nightlife,condo features  sq ft living space granite counters views high floor balcony unit sleeps  comfortably poolgymhot tub included right next shopping dining nightlife,Near North Side
6653315,luxury huge bd loft close lake,luxury large sf apartment w high ceilings doorman building beautiful lobby artwork fountain statues gym parking available apartment incredible furniture artwork queen thempurpedic bed great kitchen bathroom newly renovated two blocks red line subway pets allowed,luxury large sf apartment w high ceilings doorman building beautiful lobby artwork fountain statues gym parking available apartment incredible furniture artwork queen thempurpedic bed great kitchen bathroom newly renovated two blocks red line subway pets allowed large beautifully decorated living room comfortable couch third guest sleep  inch plasma tv cable great speakers  hour gym building fully stocked kitchen queen tempurpedic bed super comfortable parking available building day payable doorman arrive entire apartment including use apple computer  hour gym world market attached building will away guests can contact needed historic neighborhood famous bars green mill ethnic food areas argyle st vietnamese devon st indian restaurants demera nearby walking distance bars musicconcert venues close beauti,Uptown
6655156,new  br apartment west loop,complex built  heart west loop hot tub pool gym club room numerous grills madison racine everything offer apartment fully furnished,complex built  heart west loop hot tub pool gym club room numerous grills madison racine everything offer apartment fully furnished,Near West Side
6655683,duplex apartment  bd  bath yard,beautiful duplex apartment close loyola redline buses cubs wrigley northwestern lakefront downtown plus  family rooms dining room fully equipped kitchen landscaped yard patio grill,beautiful duplex apartment close loyola redline buses cubs wrigley northwestern lakefront downtown plus  family rooms dining room fully equipped kitchen landscaped yard patio grill moved  years ago time updated remodeled whole building endeavored maintain original features possible hardwood floors throughout first floor well natural wood moulding windows yard landscaped please help fruit vegetables staying right time year guests access first floor basement yard one parking space first floor living room  bedrooms dining room bathroom large kitchen stairs lead garden unit recently remodeled  bedrooms  bathrooms tv room wet bar laundry guests welcome use yard including patio furniture gas grill also parking th,Rogers Park
6657177,ritchie manor sleeps,ritchie manor former estate maxwell house coffee magnate family built  choose   br apartments combine  guests townhouse  n ritchie court  block famous public hotelmag milehancock,ritchie manor former estate maxwell house coffee magnate family built  choose   br apartments combine  guests townhouse  n ritchie court  block famous public hotelmag milehancock ritchie manor historic unique space former glorious mansion now houses  magnificent apartments provides unique flexibility visitors chicago opportunity configure customize stay  people one luxurious br apartments  people combining apartments building living premier location chicago gold coast across street lake michigan  blocks magnificent mile suite  first floor especially popular featuring large bedroom  beds  bright comfortable living room pull couch   people want even space can add lower level duplex stunnin,Near North Side
6659427,beautiful wicker park apartment,unit awesome place steps damen blue line updated unit lots artshopping things neighborhood great unit heart wicker park ten minutes away downtown,unit awesome place steps damen blue line updated unit lots artshopping things neighborhood great unit heart wicker park ten minutes away downtown,West Town
6660653,condo heart city,luxury high rise building w views downtown th flr hardwood flrs balcony washerdryer stainless steel fridgedishwasherovenmicrowave double sink w disposal keurig nespresso dart board gas fireplace tv,luxury high rise building w views downtown th flr hardwood flrs balcony washerdryer stainless steel fridgedishwasherovenmicrowave double sink w disposal keurig nespresso dart board gas fireplace tv bed queen size beauty rest mattress clean  thread count sheets inflatable mattress will provided  guests visiting kitchen full kitchen major appliances dishwasher refrigeratorfreezer gas ovenstove microwave disposal nespresso keurig kcups capsules bathroom essentials will supplied including towels shampoo conditioner soap location clean comfortable spacious apartment located th floor high rise building printers row apartment minutes away loop chicago river lake michigan cta el buses balcony access bedroom blinds window treatments one window overlooking state street one w,Loop
6660831,cozy pilsen apartment skyline view,place love calling home apartment comfortable easily accessible one greatest neighborhoods city pilsen funky safe family friendly neighborhood,place love calling home apartment comfortable easily accessible one greatest neighborhoods city pilsen funky safe family friendly neighborhood space great cozy homey kitchen bathroom windows get great view chicago skyline hanging roof city background cup coffee hand perfect way begin end day  bedrooms twin sized bed living room  couches one pullout comfortably sleeps  around stay will riding bicycles west coast got great suggestions things eat pilsen greatest artistic familyoriented latino community one colorful neighborhoods city murals place check th street  art,Lower West Side
6661054,one private bedroom chicago,renting one bedroom three bedroom apartment room includes one full sized bed dresser heart chicagos wicker park neighborhood close public transit bars restaurants loop,renting one bedroom three bedroom apartment room includes one full sized bed dresser heart chicagos wicker park neighborhood close public transit bars restaurants loop,Logan Square
6661595,full size bunk bed four,large private bedroom unique exciting space one chicagos sought neighborhoods bunk beds can enjoy stay guest affordable price private front entrance plenty room space,large private bedroom unique exciting space one chicagos sought neighborhoods bunk beds can enjoy stay guest affordable price private front entrance plenty room space room    bedroom apartment one room might another fellow airbnber room will husband everything brand new keep everything tidy clean want make stay us easy possible ask clean take care place like central heating air conditioning furniture brand new including pillows comforters change sheets every time new guest arrives can come please just courteous fellow airbnbers might occupying room guests access unit washer dryer please ask also access free wireless tv dvd play,West Town
6661631,high end condo vibrant neighborhood,bed  bath condo located tree lined street ideal couples individuals families business travelers located great neighborhood w restaurants shops  block walking distance blue line train ohare downtown,bed  bath condo located tree lined street ideal couples individuals families business travelers located great neighborhood w restaurants shops  block walking distance blue line train ohare downtown  sq ft condo located nice young professional oriented neighborhood chicago within walking distance many cool restaurants bars shops music venues division st milwaukee ave also  block blue line train goes downtown ohare international airport  different bus stops within  minute walk super close grocery store cvs starbucks neighbors share  unit building looking people quiet respectful party place will access entire condo well back deck parking available street easy zoned residents day passes will provided needed will availa,West Town
6662384,beautiful bucktown condo,invited cozy fresh clean condo home will private room private bathroom located prime neighborhood heart bucktown close public transportation many shops restaurants,invited cozy fresh clean condo home will private room private bathroom located prime neighborhood heart bucktown close public transportation many shops restaurants home conveniently located one happening neighborhoods will close bus train stations well shopping restaurants will happy provide list fun things visiting chicago smoke pet free home welcome use kitchen living room areas,West Town
6662721,spacious gold coast studio,large studio located heart gold coast steps michigan ave lake front public transportation doorstep restaurants bars surround hr doorman will help anything need welcome chicago,large studio located heart gold coast steps michigan ave lake front public transportation doorstep restaurants bars surround hr doorman will help anything need welcome chicago apartment convertiblestyle space one fullsized bed well queensized air mattress unit third floor highrise downtown chicago hour doorman dog samantha stay another area city airbnb guests meaning will relatively close help issues guests may event town always available phone text gold coast one chicagos desirable neighborhood boasts gorgeous townhouses upscale shopping chicagos best restaurants right lake michigan accessible oak st beach apartment steps away red line many chicago buses public,Near North Side
6662776,chicago loop new studio,heart chicago apartment one newest city quick  minute walk places like subway train millenium park chicago river full kitchen bathroom amenities including gym pool tv room minimum  days please,heart chicago apartment one newest city quick  minute walk places like subway train millenium park chicago river full kitchen bathroom amenities including gym pool tv room minimum  days please,Loop
6667527,downtown chicago great location,one bedroom apartment will stay bedroom will sleep living room  cats convenient walking distance grant park millennium park art institute loop within  blocks shared bathroom,one bedroom apartment will stay bedroom will sleep living room  cats convenient walking distance grant park millennium park art institute loop within  blocks shared bathroom min blue line subway,Loop
6669111,wicker park intimate flat bldg,top floor intimate flat building vaulted ceilings great location enjoy one chicagos hippest neighborhoods walk many bars restaurants great location transportation walk blue ln cta commute downtown ohare airport,top floor intimate flat building vaulted ceilings great location enjoy one chicagos hippest neighborhoods walk many bars restaurants great location transportation walk blue ln cta commute downtown ohare airport one bed queen second bedroom twin sized bed bedrooms lofted kitchen kitchen table separate living room front unit,West Town
6671151,large uptown gem fully renovated,newly renovated spacious bedbath first floor condo  blocks el lawrence red line  min train downtown located beautiful tree lined street free gated parking deck wgrill gorgeous new kitchen hardwood throughout,newly renovated spacious bedbath first floor condo  blocks el lawrence red line  min train downtown located beautiful tree lined street free gated parking deck wgrill gorgeous new kitchen hardwood throughout  large bedrooms  full baths make unit accommodating room features high thread count sheets pillow top queen sized bed extra large kitchen new appliances granite counter tops gorgeous hardwood throughout dimmable lighting lush outdoor space access grilldeckcouch two block walk lawrence red line train  min walk lake  min walk wrigley central heat c lgbt friendly one parking spot provided gated lot street parking free wifi hulu netflix hbo go television available  hdtv guests provided use unit washer dryer well towels aveda spa toiletries gas fireplace living room sized modern k,Uptown
6671242,large open studio west loop,close best restaurants nightlife chicagos west loopfulton market large open brick timber studio one queen size bed twin size bed large couch,close best restaurants nightlife chicagos west loopfulton market large open brick timber studio one queen size bed twin size bed large couch  sqft open loft exposed brick large windows high timber ceilings full kitchen features island  chairs gas stove fridge microwave bathroom features standup shower stall close el greenpink line stop just couple blocks chicagos best restaurants bars washerdryer unit use parking street free always available close directly next green line morganlake stop will take directly loop,Near West Side
6672989,bdbr ravenswood condo near train,updated condo shared backyard  min walk brown line  min walk lincoln square  min walk metra  min walk grocery  min walk winnemac park free street parking  queen bed  full bed  full br  lcouch fits  adults,updated condo shared backyard  min walk brown line  min walk lincoln square  min walk metra  min walk grocery  min walk winnemac park free street parking  queen bed  full bed  full br  lcouch fits  adults modern ground level unit walk back patio area fenced backyard will able access bathrooms master bedroom living room kitchen backyard garbage dumpster back parking lot laundry free street parking september  will access nd bedroom full bed allowing place sleep  will around help stay changes will notify key will left fence driveway gate lock box two keys needed enter building larger key entry way doors southern entrance will see address door smaller key enter condo first floor right lincoln squar,Lincoln Square
6673071,luxury br townhouse lincoln park,wonderful townhome heart lakeviewlincoln park perfect family short steps lively southport corridor walking distance l take downtown just three stops minutes wrigley field,wonderful townhome heart lakeviewlincoln park perfect family short steps lively southport corridor walking distance l take downtown just three stops minutes wrigley field,Lincoln Park
6673161,condo near grant park chicago,bed  bath condo downtown chicago heart historic printers row south loop  block grant park th floor view chicago skyline trump tower sundeck hot tub breathtaking views lake michigan,bed  bath condo downtown chicago heart historic printers row south loop  block grant park th floor view chicago skyline trump tower sundeck hot tub breathtaking views lake michigan,Loop
6673507,spacious apartment pilsen,large apartment  sq feet living space located vibrant east pilsen apartment features  full bathrooms television office nook working desk kitchen table full kitchen microwave extra bedroom possible air mattress,large apartment  sq feet living space located vibrant east pilsen apartment features  full bathrooms television office nook working desk kitchen table full kitchen microwave extra bedroom possible air mattress kitchen includes microwave fridge water soda stove paper plates cups utensils will available something additional needed guest questions walking distance great restaurants bars shopping entertainment easy access major highways transportation including orange line halsted bus also walking distance uic university village extra bedroom bathroom unfurnished possible air mattress sleeping bag,Lower West Side
6674872,condo minutes town,near restaurants randolphwest loop train station  blocks away easy access bike path near major attractions millennium park  min train ride sears tower  min train ride united center walking distance etc near,near restaurants randolphwest loop train station  blocks away easy access bike path near major attractions millennium park  min train ride sears tower  min train ride united center walking distance etc near   get keys lock box outside gate can use fob enter building unit rd floor unit  can use key fob access gym second floor well closet space available second bedroom small bedroom closet space master bedroom chest drawer master bedroom bathroom cabinets coat closet available use trash bags next kitchen sink cabinets traveling will available time questionsproblems getting unit day please call francisco phone number hidden questionsneed help evening morning time please contact del,Near West Side
6677879,cozy spacious lakeview apt,sq ft apartment gated complex features hardwood floors remodeled modern bathroom kitchen heart lakeview  mile wrigleyfield  blocks cta station bedroom includes new king size bed,sq ft apartment gated complex features hardwood floors remodeled modern bathroom kitchen heart lakeview  mile wrigleyfield  blocks cta station bedroom includes new king size bed,Lake View
6678544,spacious  bedroom w parking,two bedroom apartment two bathrooms parking  minute walk wrigley field boystown lake michigan,two bedroom apartment two bathrooms parking  minute walk wrigley field boystown lake michigan unit garden unit buena parkuptown bordering lakeview just  minute walk wrigley field boystown lake michigan less  minute walk sheridan red line train station red line runs  hours day takes downtown wrigley field one stop away us cellular field chinatown much space also close bus lines sheridan  broadway  irving park  assist transportation many taxis can easily reached two bedroom two bathroom unit two queen beds fifth person can fit couch air mattress traveling air mattress can easily fit living room master bedroom parking available notify us advance gated parking spot always available gated parkin,Uptown
6678678,queen bed cozy living room,sleep cozy living room enjoy cumfurtable queen bed real budget saver,sleep cozy living room enjoy cumfurtable queen bed real budget saver kitchen bathroom shared much like,Portage Park
6678696,beautiful  bedroom uptown rental,ultimate experience living like local chicago explore uptown neighborhood walk green mill lounge restaurants catch cubs game wrigley hop train enjoy chicagos amazing architecture food shopping,ultimate experience living like local chicago explore uptown neighborhood walk green mill lounge restaurants catch cubs game wrigley hop train enjoy chicagos amazing architecture food shopping,Uptown
6684413,sunny  bed bath top floor duplex,vintage charm modern updates  bedroom  bath top floor duplex noble squarewest town apartment close downtown views city,vintage charm modern updates  bedroom  bath top floor duplex noble squarewest town apartment close downtown views city apartment located rd floor walk faces south great light unobstructed views downtown kitchen newly updated island hang cook great meals also dishwasher microwave kitchen decorated apartment furniture pieces love hope will  bedrooms apartment downstairs bedroom queen size bed larger upstairs bedroom  queen size beds rd bedroom full size bed living room smart tv speaker system hooked wifi ports hook computer smartphone music laundry unit provide towels soap bathrooms side street close larger street pretty quiet,West Town
6685144,condo  min walk brownline train,updated condo shared backyard  min walk brown line  min walk lincoln square  min walk metra line  min walk grocery  min walk huge winnemac park free street parking  queen size bed  lcouch can hold  adults,updated condo shared backyard  min walk brown line  min walk lincoln square  min walk metra line  min walk grocery  min walk huge winnemac park free street parking  queen size bed  lcouch can hold  adults modern ground level unit walk back patio area fenced backyard will able access bathrooms master bedroom living room kitchen backyard garbage dumpster back parking lot laundry will around help stay changes will notify key will left fence driveway gate lock box two keys needed enter building larger key entry way doors southern entrance will see address door smaller key enter condo first floor right lincoln square  min walk west us lincoln ave strip lot delicious restaurants small sho,Lincoln Square
6685149,welcoming modern br lakeview,spacious br apt lakeview  block lakefront clean modern beautifully decorated full kitchen bathroom walk great shops restaurants public transportation close enough enjoy cubs game far enough away noise,spacious br apt lakeview  block lakefront clean modern beautifully decorated full kitchen bathroom walk great shops restaurants public transportation close enough enjoy cubs game far enough away noise third floor apartment right elevator nice size bedroom bathroom kitchen living room dining room beautifully decorated really feels like home free wifi included full kitchen guest use one small tv basic channels cable air conditioning living room bedroom ceiling fan dining room stays cool laundry room building  wash  dry access rooms minimal closet drawer space stay neighbor across hall will available time concerns arise friendly lively neighborhood excellent bars restaurants nearby like rocks taverna  angelinas el mariachi dive bar meat mahoneys al,Lake View
6685976,amazing brba ‚ùÔè chicago,welcome luxury living two queen br two full br corner unit located coveted river northgold coast neighborhood just steps away michigan ave oak street beach best chicago offer can say location,welcome luxury living two queen br two full br corner unit located coveted river northgold coast neighborhood just steps away michigan ave oak street beach best chicago offer can say location beautifully decorated apartment located luxurious bernardin high rise apartment complex boasts beautiful hardwood floors thoughtfully appointmed rooms comfort kitchen quartz counter tops stainless steel appliances fully equiped pots pans utensils extas spa bathrooms offer large shower tub stocked essentials soap shampoo lotion hair dryer two queen bedrooms will comfortably sleep  city view private bathroom plenty closet space storage situated th floor apartment large private balcony stunning views city will everything need enjoy stay style,Near North Side
6686012,br bursting w character logan,refinished unit sits extra wide city lot center hip logan square apartment stylish spacious desired amenities including access well taken care side yard garden,refinished unit sits extra wide city lot center hip logan square apartment stylish spacious desired amenities including access well taken care side yard garden apartment available refinished french garden unit guests two private entrances completely separate two units flat building one entrance front building another back opens side yard garden unit spacious cozy stylish exposed brick walls living room kitchen add major character along gorgeous s vintage stove kitchen stove top nothing ordinary newer stove oven little particular age guest uncomfortable using match light provide option using europro portable toaster oven stored kitchen unit sits  ground,Logan Square
6686298,quiet flat apt great area,room available  bedroom  flat apartment heart uptown andersonville music district huge back yard hot tub relaxation space feel free put movie  tv books board games even mix cocktail,room available  bedroom  flat apartment heart uptown andersonville music district huge back yard hot tub relaxation space feel free put movie  tv books board games even mix cocktail worked hard make decent livable space like handy around apartment done minor remodels kicked roommates last year turned bedrooms guest room office certainly underutilized guest room apartment vintage  flat built  gut rehab will imperfections try best keep spaces clean bathroom kitchen cozy functional brand new remodeled new flooring put last year please understand will keep floors surfaces clean sanitary wall tiles things new look will access whole sp,Uptown
6687141,beautiful terrace host party,beautiful large terrace rent host wedding reception birthday etc spacious access water outdoor bbq small pool available table chairs outdoor speakers close public transport across street humboldt park access rooftop unobstructed  degree views perfect spot party,beautiful large terrace rent host wedding reception birthday etc spacious access water outdoor bbq small pool available table chairs outdoor speakers close public transport across street humboldt park access rooftop unobstructed  degree views perfect spot party large outdoor space privacy access home entertaining needs rooftop also unobstructed views city perfect pictures will access entire terrace kitchen bathroom common areas home,West Town
6687923,beautiful wicker park bedroom,luxurious condo large open space new queen bed,luxurious condo large open space new queen bed,West Town
6688835,penthouse br lakeviewwrigleyville,th story modern penthouse apartment pool gym laundry room valet parking doorman amazing view blocks away wrigley field lakefront beach run bike path tennis golf etc  blocks train  bus  min downtown,th story modern penthouse apartment pool gym laundry room valet parking doorman amazing view blocks away wrigley field lakefront beach run bike path tennis golf etc  blocks train  bus  min downtown pride helping guests achieve authentic chicago experience apartment beautiful view stretches miles  feet  meters high location key walk score  you‚Äôll find exactly you‚Äôre looking apartment located just  block lakefront beach golf course softball fields tennis courts running biking path bird sanctuary etc  blocks wrigley field  blocks boystown many bus lines downtown neighborhoods within block  blocks l train station take walk chicago‚Äôs best places eat drink explore shop within walking distance whether you‚Äôre looking,Lake View
6688909,private cozy room edgewaters,welcome cozy comfortable room located end lake shore pretty close finest restaurants nightlife shopping attractions sure will love,welcome cozy comfortable room located end lake shore pretty close finest restaurants nightlife shopping attractions sure will love newly made duplex condo  story building private room private bath available guest room bright features memory foam bed towels shampoo conditioner bath soap bath salt sheets pillows disposal blankets available condo truly see pictures really clean actually live lgbt friendly located edgewatrers end lake shore two minute walk red line cta station thorndale half block divvy station bikes three minute walk beach free street parking available surrounding streets downtown fancy take  minute scenic cta ride right past historic aragon ballroom wrigley field  minute bus ride famous,Edgewater
6689664,adorable new studio uptown,large studio available short stays studio fully furnished comfortable bed dining area kitchen beautiful shower roof deck access coffee shop lobby close wilson red line stop quick trip downtown,large studio available short stays studio fully furnished comfortable bed dining area kitchen beautiful shower roof deck access coffee shop lobby close wilson red line stop quick trip downtown,Uptown
6690014,bedroom apt great location,cozy  bedroom apt  bathroom heart east lakeview great location  min walk wrigley field  min cab downtown  min walk lake parking available behind building,cozy  bedroom apt  bathroom heart east lakeview great location  min walk wrigley field  min cab downtown  min walk lake parking available behind building apt nd floor nice building quiet street yet close everything  min walk wrigley  min cab downtown  min walk lake large couch can fit extra person like air mattress also available walking distance numerous bars restaurants shopping c included will access entire apartment also laundry building  wash dry parking included needed will available  questions anything need can also help restaurant suggestions things neighborhood best tons restaurants nearby well walgreens com,Lake View
6690118,location beats rest,directly one chicagos popular streets chance explore rich history chicagos north side apartment walking distance cubs stadium tasteful restaurants much,directly one chicagos popular streets chance explore rich history chicagos north side apartment walking distance cubs stadium tasteful restaurants much lower level apartment gives luxury always staying cool chicagos hot summers addition already air conditioned access kitchen bathroom living room laundry room will available via phone call email text need always willing help need getting around city luxury place various ways can get around city live directly addison bus stop bus takes directly addison redline towards cubs stadium desired downtown chicago well also brown line southport addison also takes downtown addition taxis last resort frequently stroll,Lake View
6690176,house historic bronzeville,close chicago lake michigan public transportation includes wifi cable tv,close chicago lake michigan public transportation includes wifi cable tv,Douglas
6691266,br loft heart old town,bedroom loft heart old town loft includes rooftop granite kitchen  inch hdtv surround sound welcoming couch heart chicagoblocks away wells st,bedroom loft heart old town loft includes rooftop granite kitchen  inch hdtv surround sound welcoming couch heart chicagoblocks away wells st,Near North Side
6692114,lincoln square condo,one bedroom one bathroom condo apartment can accommodate  guests comfortably plus couch bed  new furniture,one bedroom one bathroom condo apartment can accommodate  guests comfortably plus couch bed  new furniture one bedroom one bathroom condo apartment north side chicago apartment can accommodate  guests comfortably use sofabed accommodate  people free wireless internet access free comcast tv netflix etc free parking public street front building can rent private parking spot lot back night free access washer dryer free parking public street parking available back parking lot area  extra per night bus stop steps front door brown line train station  min bus   minutes walk groceries stores walking distance  minute drive chicago ohare international airport new airbnb reviews recommendations please info photo booking like know guests thank,Lincoln Square
6693367,private room wfull bath uptown gem,newly renovated spacious bedbath first floor condo  blocks el lawrence red lind guests will access private bedroom whdtv full bathroomfree parkinguse back deck grill gorgeous sized new kitchen hardwood floors,newly renovated spacious bedbath first floor condo  blocks el lawrence red lind guests will access private bedroom whdtv full bathroomfree parkinguse back deck grill gorgeous sized new kitchen hardwood floors will queen sized bed guestroom full bath make unit accommodating shared space  bed  bath condo room features high thread count sheets pillow top queen sized bed extra large kitchen new appliances granite counter tops gorgeous hardwood throughout dimmable lighting lush outdoor space access grilldeckcouch two block walk lawrence red line train  min walk lake  min walk wrigley central heat c lgbt friendly wifi use kitchen guest bathroom private bedroomfull bathroom living room patio one parking spot provided gated lot street parking free wifi hulu netflix hbo go television available guests,Uptown
6693396,million dollar view penthouse,penthouse condo split brba floor plan excellent living entertainment space floor ceiling windows capture views entire lake citybalcony impressive every level,penthouse condo split brba floor plan excellent living entertainment space floor ceiling windows capture views entire lake citybalcony impressive every level,Loop
6699565,tudor lady warm community w,located west belmont areaczech polish italian hispanic seasoning excellent transportation ethnic restaurants including cafe prague forno russo  blocks shabbona park grocery stores bakeries,located west belmont areaczech polish italian hispanic seasoning excellent transportation ethnic restaurants including cafe prague forno russo  blocks shabbona park grocery stores bakeries home offers privacy community modern comforts furnished wifi share kitchen laundry room  full bathrooms patio yard suite completely furnished double bed desk additional seating roku tv complete kitchen accommodates whether carnivore vegetarian temporarian since creative industry guests chicago temporary assignments either new york la advertising film industries additionally known consular world guests come paris rome london posted chicago short periods time complete kitchen accommodates whether vegetarian temporarian carnivore wifi throughout,Dunning
6700654,beautiful lightfilled apartment,stay heart gorgeous lincoln park near numerous restaurants shops around clark wrightwood mention famous wieners circle take short walk north pond lincoln park zoo relax lake michigan,stay heart gorgeous lincoln park near numerous restaurants shops around clark wrightwood mention famous wieners circle take short walk north pond lincoln park zoo relax lake michigan roomy studio apartment perfect place call home visiting chicago enjoy warm atmosphere feel free use kitchen stereo sleep like rock serta icomfort memory foam mattress cozy studio apartment will feel free call shoot text questions concerns lincoln park one beautiful neighborhoods chicago one beautiful cities world enjoy abundance nearby shops restaurants bars clark street try del seoul korean tacos feel free just wander side streets particularly south along fullerton near halsted armitage admire wonderful architecture kingston mines o,Lincoln Park
6700871,wrigleyville walkup w balcony,perfect size people visiting chicago summer days  block walk wrigley field go cubbies  block l red line sheridan stop  block walk lake front trail,perfect size people visiting chicago summer days  block walk wrigley field go cubbies  block l red line sheridan stop  block walk lake front trail rd floor  br  bath apartment balcony inner courtyard guests will bedroom clean sheets set towels use free wifi cable tv well use fridge kitchen desired live apartment time will city anyone needs anything apartment  min walk wrigley field street permitted parking meters sheffield cta train  block away runs hrs  mins lake shore drive personal apartment opening fellow travelers hope people will respect space sharing also good time chicago,Lake View
6702088,gorgeous br great location,apartment located top  story walk located safe convenient neighborhood tufanos vernon park tap restaurant next door apartment open concept fully furnished full kitchen also porch bbqs,apartment located top  story walk located safe convenient neighborhood tufanos vernon park tap restaurant next door apartment open concept fully furnished full kitchen also porch bbqs  bed  bathroom apartment open concept place fully furnished everything need cook will kitchen one bed room pull sofa bed living room guest entire house safe neighborhood within  minute walk uic blue line stop buses trains just minutes away,Near West Side
